question,answer,generate_answer
Học phần Nhập môn cơ điện tử thuộc khối kiến thức định hướng chuyên sâu nào của ngành Cơ khí thuật?,Cơ điện tử.,V.3.1.1.
Tên ngành đào tạo bằng tiếng Việt của chương trình được mô tả là gì?,Công nghệ Thông tin.,Information Technology
Mã số ngành đào tạo Công nghệ Thông tin được mô tả là gì?,52480201.,- 52480201
Danh hiệu tốt nghiệp của chương trình Công nghệ Thông tin được mô tả là gì?,Cử nhân.,Không biết
Thời gian đào tạo chương trình Công nghệ Thông tin là bao lâu?,4 năm.,Thời gian đào tạo chương trình Công nghệ Thông tin là 4 năm. 
Tên văn bằng tốt nghiệp bằng tiếng Anh của chương trình Công nghệ Thông tin là gì?,The Degree of Bachelor in Information Technology.,
Chương trình đào tạo Công nghệ Thông tin định hướng tới thị trường nào?,Nhật Bản.,Chương trình đào tạo Công nghệ Thông tin định hướng tới thị trường Nhật Bản. 
Sinh viên tốt nghiệp chương trình Công nghệ Thông tin có thể làm việc ở vị trí nào?,Kỹ sư CNTT.,Sinh viên tốt nghiệp ngành Công nghệ Thông tin chương trình chất lượng cao sau khi tốt nghiệp có khả năng tham mưu tư vấn và có khả năng thực hiện nhiệm vụ với tư cách như một chuyên viên trong lĩnh vực công nghệ thông
Sinh viên tốt nghiệp chương trình Công nghệ Thông tin được trang bị kiến thức về lĩnh vực nào?,Công nghệ phần mềm.,"- Các kiến thức cơ bản, quan trọng và hiện đại về Công nghệ Thông tin và truyền thông, tập trung nhiều vào các quy trình xây dựng và triển khai các dự án phần mềm, quy trình tích hợp, quản lý và"
Sinh viên tốt nghiệp chương trình Công nghệ Thông tin cần có kỹ năng sử dụng ngoại ngữ nào?,Tiếng Nhật.,Sinh viên tốt nghiệp chương trình Công nghệ Thông tin cần có kỹ năng sử dụng ngoại ngữ tiếng Nhật để giao tiếp hiệu quả trong môi trường doanh nghiệp CNTT nói chung và Nhật Bản nói riêng. 
Hình thức tuyển sinh vào Trường Đại học Công nghệ được thực hiện theo quy định của tổ chức nào?,Đại học Quốc gia Hà Nội.,Hình thức tuyển sinh vào Trường Đại học Công nghệ được thực hiện theo quy định của Đại học Quốc gia Hà Nội. 
Mục tiêu của chương trình đào tạo Công nghệ thông tin định hướng thị trường Nhật Bản của Trường Đại học Công nghệ là gì?,Đào tạo kỹ sư CNTT có thể đáp ứng yêu cầu công việc tại Nhật Bản và các nước phát triển.,Mục tiêu của chương trình đào tạo Công nghệ thông tin định hướng thị trường Nhật Bản của Trường Đại học Công nghệ là:
Sinh viên tốt nghiệp chương trình Công nghệ thông tin của Trường Đại học Công nghệ được trang bị những kỹ năng mềm nào?,Các kỹ năng mềm quan trọng để làm việc trong môi trường doanh nghiệp CNTT nói chung và Nhật Bản nói riêng.,Tôi không biết
Sinh viên tốt nghiệp ngành Công nghệ Thông tin của Trường Đại học Công nghệ có thể học tập nâng cao ở đâu?,"Tại các cơ sở đào tạo trong nước và nước ngoài, đặc biệt là Nhật Bản.","Sinh viên tốt nghiệp ngành Công nghệ Thông tin của Trường Đại học Công nghệ có thể tiếp tục học tập nâng cao ở các trường đại học trong và ngoài nước, hoặc tiếp tục nghiên cứu, thực hành trau dồi kỹ năng,"
Văn bằng tốt nghiệp ngành Công nghệ Thông tin của Trường Đại học Công nghệ là gì?,Cử nhân ngành Công nghệ Thông tin.,Cử nhân ngành Công nghệ Thông tin
Chương trình đào tạo ngành Công nghệ Thông tin của Trường Đại học Công nghệ tập trung nhiều vào các quy trình nào?,"Các quy trình xây dựng và triển khai các dự án phần mềm, quy trình tích hợp, quản lý và vận hành các hệ thống thông tin.","Chương trình đào tạo ngành Công nghệ Thông tin của Trường Đại học Công nghệ tập trung nhiều vào các quy trình xây dựng và triển khai các dự án phần mềm, quy trình tích hợp, quản lý và vận hành các hệ thống thông tin"
Đại học Waseda thuộc quốc gia nào?,Nhật Bản.,Nhật Bản
Chương trình trao đổi sinh viên tại Đại học Waseda năm 2025 kéo dài bao lâu?,Từ tháng 9 năm 2025 đến tháng 2 năm 2026.,Không biết
Hình thức tổ chức chương trình trao đổi sinh viên tại Đại học Waseda là gì?,Trực tiếp tại cơ sở đào tạo.,Không biết
Sinh viên tham gia chương trình trao đổi tại Đại học Waseda có được miễn học phí không?,Có.,Không biết
Đại học Quốc gia Hà Nội thông báo về chương trình trao đổi sinh viên tại Đại học Waseda vào ngày tháng năm nào?,Ngày 14/02/2025.,Tôi không biết
Sinh viên đăng ký chương trình trao đổi tại Đại học Waseda cần nộp hồ sơ ở đâu?,Phòng Công tác sinh viên (Phòng 104-E3).,Không biết
Hạn cuối nộp hồ sơ đăng ký chương trình trao đổi sinh viên tại Đại học Waseda là khi nào?,"11h00, thứ Năm, ngày 20/02/2025.",Không biết
Ứng viên chương trình sau đại học cần nộp bản sao bằng gì trong hồ sơ đăng ký?,Bản sao bằng đại học.,Bản sao bằng đại học (đối với thí sinh đăng ký chương trình sau đại học);  
Bảng điểm trung bình trong hồ sơ đăng ký chương trình trao đổi sinh viên cần được dịch sang ngôn ngữ nào?,Tiếng Anh.,Không biết
Chứng minh tài chính trong hồ sơ đăng ký chương trình trao đổi sinh viên cần được cấp sau ngày nào?,01/01/2025.,Chứng minh tài chính trong hồ sơ đăng ký chương trình trao đổi sinh viên cần được cấp sau ngày 01/01/2025. Số tiền phải lớn hơn 1.440.000
Số tiền tối thiểu cần có trong chứng minh tài chính khi đăng ký trao đổi sinh viên một năm là bao nhiêu JPY?,1.440.000 JPY.,Số tiền tối thiểu cần có trong chứng minh tài chính khi đăng ký trao đổi sinh viên một năm là 1.440.000 JPY. 
Sinh viên năm thứ mấy được tham gia chương trình ngôn ngữ Nhật Bản bậc đại học?,Năm thứ hai hoặc năm thứ ba.,Sinh viên năm thứ hai hoặc năm thứ ba được tham gia chương trình ngôn ngữ Nhật Bản bậc đại học. 
Sinh viên tham gia chương trình ngôn ngữ Nhật Bản bậc đại học cần có điểm trung bình chung tích lũy tối thiểu là bao nhiêu?,2.5 (thang điểm 4).,Sinh viên tham gia chương trình ngôn ngữ Nhật Bản bậc đại học cần có điểm trung bình chung tích lũy tối thiểu là 2.5 (thang điểm 4). 
Sinh viên đăng ký chương trình sau đại học sử dụng tiếng Anh cần có điểm trung bình chung tích lũy tối thiểu là bao nhiêu?,3.0 (thang điểm 4).,Tôi
Những chương trình cao học nào yêu cầu TOEFL iBT 80 hoặc IELTS 6.0 hoặc TOEIC 800?,Các chương trình Cao học Khoa học Chính trị; Cao học kinh tế; Cao học Khoa học Thể thao.,- Cao học Khoa học Chính trị
Tên tiếng Việt của ngành đào tạo được mô tả trong văn bản là gì?,Vật lý kỹ thuật,Không có thông tin trong ngữ cảnh.
Mã số ngành Vật lý kỹ thuật là bao nhiêu?,7520401,7520401
Văn bằng tốt nghiệp ngành Vật lý kỹ thuật là gì?,Cử nhân,Cử nhân ngành Vật lý kỹ thuật
Thời gian đào tạo ngành Vật lý kỹ thuật là bao lâu?,4 năm,Thời gian đào tạo ngành Vật lý kỹ thuật là 4 năm. 
Tên tiếng Anh của văn bằng tốt nghiệp ngành Vật lý kỹ thuật là gì?,The Degree of Bachelor in Engineering Physics,Engineering Physics
Ngành Vật lý kỹ thuật đào tạo về lĩnh vực nào?,"Vật lý hiện đại, công nghệ nano và ứng dụng","Ngành Vật lý kỹ thuật đào tạo về các kiến thức và kỹ năng về vật lý hiện đại, công nghệ nano và ứng dụng trong các lĩnh vực vật liệu mới, vi điện tử, đo lường, y sinh và môi trường."
Sinh viên tốt nghiệp ngành Vật lý kỹ thuật có thể làm việc ở đâu?,"Các tập đoàn công nghiệp, công ty công nghệ, viện nghiên cứu, trường đại học",Sinh viên tốt nghiệp ngành Vật lý kỹ thuật có thể làm việc ở những vị trí như sau:
Hình thức tuyển sinh của ngành Vật lý kỹ thuật là gì?,Theo quy định của ĐHQGHN,Không biết
Tên tiếng Anh của ngành Vật lý kỹ thuật là gì?,Engineering Physics,Engineering Physics
Cử nhân ngành Vật lý kỹ thuật có thể đảm nhận những vị trí nào?,"Kỹ thuật, quản lý, chuyển giao và ứng dụng công nghệ mới","Cử nhân tốt nghiệp ngành Vật lý kỹ thuật có thể đảm nhận các vị trí về kỹ thuật, quản lý, chuyển giao và ứng dụng công nghệ, thiết kế, chế tạo, thử nghiệm thiết bị, công nghệ, hoặc sản"
Mục tiêu của chương trình đào tạo ngành Vật lý kỹ thuật là gì?,"Đào tạo cử nhân có kiến thức và kỹ năng về vật lý hiện đại, công nghệ nano và ứng dụng.",Mục tiêu của chương trình đào tạo ngành Vật lý kỹ thuật là:
Cử nhân ngành Vật lý kỹ thuật có thể học lên bậc nào?,Bậc sau đại học,"Cử nhân ngành Vật lý kỹ thuật có khả năng học tập và nghiên cứu tiếp ở các bậc học cao hơn (thạc sĩ, tiến sĩ) thuộc các lĩnh vực về vật liệu và linh kiện micro-nano, vật lý"
Chương trình đào tạo ngành Vật lý Kỹ thuật thuộc trường nào?,"Trường Đại học Công nghệ, ĐHQGHN",4 năm
Cử nhân ngành Vật lý Kỹ thuật có kiến thức về ứng dụng trong các lĩnh vực nào?,"Vật liệu mới, vi điện tử – đo lường, y – sinh và môi trường.","Cử nhân ngành Vật lý Kỹ thuật có kiến thức về ứng dụng trong các lĩnh vực vật liệu mới, vi điện tử, đo lường, y sinh và môi trường. "
Thông tin tuyển sinh ngành Vật lý Kỹ thuật được quy định bởi ai?,ĐHQGHN,4 năm
Nghiên cứu sinh Vũ Xuân Mạnh sinh năm bao nhiêu?,1979,23/07/1979
Nghiên cứu sinh Vũ Xuân Mạnh bảo vệ luận án tiến sĩ tại trường nào?,"Trường Đại học Công nghệ, Đại học Quốc gia Hà Nội","Trường Đại học Công nghệ, Đại học Quốc gia Hà Nội"
Nghiên cứu sinh Vũ Xuân Mạnh bảo vệ luận án tiến sĩ ngành gì?,Kỹ thuật điện tử,"Nghiên cứu sinh Vũ Xuân Mạnh bảo vệ luận án tiến sĩ ngành Khoa học Tự nhiên, cụ thể là ngành Công nghệ Thông tin (CNTT)."
Mã ngành Kỹ thuật điện tử của nghiên cứu sinh Vũ Xuân Mạnh là gì?,9520203,Không biết
Thời gian bảo vệ luận án tiến sĩ của nghiên cứu sinh Vũ Xuân Mạnh là khi nào?,"09h00, ngày 10/12/2024","Sinh ngày 23/07/1979 tại Thái Bình. Tên đề tài luận án: Nghiên cứu, thiết kế, chế tạo chip vi lỏng có gắn cảm biến dựa trên công nghệ MEM"
Địa điểm bảo vệ luận án tiến sĩ của nghiên cứu sinh Vũ Xuân Mạnh ở đâu?,"Phòng 212, Nhà E3, Trường Đại học Công nghệ, 144 Xuân Thủy, Cầu Giấy, Hà Nội","144 Xuân Thuỷ, Cầu Giấy, Hà Nội"
Đề tài luận án tiến sĩ của nghiên cứu sinh Vũ Xuân Mạnh là gì?,"Nghiên cứu, thiết kế, chế tạo chip vi lỏng có gắn cảm biến dựa trên công nghệ MEMS và hạt nano siêu thuận từ định hướng ứng dụng trong lĩnh vực y sinh.","Đề tài luận án tiến sĩ của nghiên cứu sinh Vũ Xuân Mạnh là: Nghiên cứu, thiết kế, chế tạo chip vi lỏng có gắn cảm biến dựa trên công nghệ MEMS và hạt nano siêu thuận từ định hướng"
